1.000000000000000021e-03 3.124187159524334678e+00
1.018628990244687619e-03 3.178093727328912266e+00
1.037605019766911670e-03 3.232871834334427152e+00
1.056934553557988335e-03 3.288532858167061868e+00
1.076624177045493267e-03 3.345088239293010801e+00
1.096680598336868600e-03 3.402549478544952155e+00
1.117110650504824203e-03 3.460928134542576196e+00
1.137921293915315117e-03 3.520235821004821020e+00
1.159119618598885779e-03 3.580484203952124300e+00
1.180712846666190276e-03 3.641684998796668182e+00
1.202708334768511989e-03 3.703849967318734393e+00
1.225113576604118949e-03 3.766990914527084566e+00
1.247936205471311460e-03 3.831119685401689789e+00
1.271183996869028896e-03 3.896248161516707498e+00
1.294864871145904933e-03 3.962388257542045267e+00
1.318986896198670470e-03 4.029551917621555290e+00
1.343558290220826226e-03 4.097751111625971276e+00
1.368587424502518959e-03 4.166997831279125819e+00
1.394082826282578647e-03 4.237304019703768354e+00
1.420053181653683095e-03 4.308681079227397070e+00
1.446507338521647217e-03 4.381140107636348091e+00
1.473454309619835756e-03 4.454692144408629595e+00
1.500903275579736377e-03 4.529348165618949373e+00
1.528863588058731147e-03 4.605119076925452859e+00
1.557344772926135207e-03 4.682015706370965091e+00
1.586356533508589874e-03 4.760048796998331611e+00
1.615908753895919318e-03 4.839228999278445187e+00
1.646011502308549748e-03 4.919566863350504526e+00
1.676675034527699360e-03 5.001072831073655856e+00
1.707909797389427133e-03 5.083757227889773134e+00
1.739726432343800767e-03 5.167630254496819120e+00
1.772135779080358372e-03 5.252701978332752653e+00
1.805148879221108154e-03 5.338982324869963492e+00
1.838776980082326793e-03 5.426481068720319101e+00
1.873031538506436536e-03 5.515207824551482396e+00
1.907924224765265072e-03 5.605172037814568853e+00
1.943466926536020030e-03 5.696382894940280828e+00
1.979671752951332481e-03 5.788848577060311307e+00
2.016551038724746607e-03 5.882576536564593006e+00
2.054117348353064112e-03 5.977573921532558288e+00
2.092383480396977150e-03 6.073847567830418903e+00
2.131362471841437810e-03 6.171403985671025438e+00
2.171067602537264923e-03 6.270249345963305743e+00
2.211512399725488933e-03 6.370389466456203742e+00
2.252710642645980484e-03 6.471829797682558727e+00
2.294676367231936100e-03 6.574575408708622781e+00
2.337423870891814758e-03 6.678630972695049017e+00
2.380967717380358135e-03 6.784000752276610591e+00
2.425322741760352948e-03 6.890688584767113767e+00
2.470504055456825433e-03 6.998697867197264166e+00
2.516527051405391836e-03 7.108031541193397196e+00
2.563407409296514835e-03 7.218692077705994414e+00
2.611161100917459583e-03 7.330681461596039838e+00
2.659804395593758260e-03 7.444001176089749094e+00
2.709353865732051433e-03 7.558652088655007262e+00
2.759826392466180594e-03 7.674633298744228505e+00
2.811239171408464344e-03 7.791942437132604482e+00
2.863609718508115885e-03 7.910576419162032025e+00
2.916955876018795853e-03 8.030531439810914662e+00
2.971295818577334054e-03 8.151802953860919132e+00
3.026648059395692196e-03 8.274385656038774073e+00
3.083031456568277075e-03 8.398273461154781572e+00
3.140465219496751774e-03 8.523459484258790297e+00
3.198968915434537586e-03 8.649936020836868522e+00
3.258562476153226226e-03 8.777694527071632891e+00
3.319266204733189573e-03 8.906725600190341652e+00
3.381100782480685879e-03 9.037018958925980172e+00
3.444087275973823411e-03 9.168563424116774385e+00
3.508247144239792347e-03 9.301346899471218066e+00
3.573602246065788780e-03 9.435356352525609225e+00
3.640174847446141400e-03 9.570577795822492462e+00
3.707987629168172684e-03 9.706996268338958345e+00
3.777063694539364597e-03 9.844595647292896601e+00
3.847426577258505464e-03 9.983356128927230344e+00
3.919100249433401899e-03 1.012325487265147217e+01
3.992109129748053209e-03 1.026426979697032671e+01
4.066478091781853925e-03 1.040637866904964781e+01
4.142232472483897525e-03 1.054955834442448470e+01
4.219398080805024202e-03 1.069378388348538778e+01
4.298001206490798497e-03 1.083902745158974135e+01
4.378068629038166758e-03 1.098525972563964537e+01
4.459627626819095622e-03 1.113245017819575722e+01
4.542705986374042521e-03 1.128056727063610332e+01
4.627332011878692967e-03 1.142957830961067600e+01
4.713534534786906725e-03 1.157944848150973627e+01
4.801342923653449841e-03 1.173014100966512885e+01
4.890787094139589959e-03 1.188161693972215005e+01
4.981897519205159656e-03 1.203383552538560863e+01
5.074705239490466188e-03 1.218675429860729409e+01
5.169241873891598608e-03 1.234032946215167570e+01
5.265539630332755246e-03 1.249451600115807359e+01
5.363631316739239652e-03 1.264926612248412141e+01
5.463550352214875498e-03 1.280452929677434248e+01
5.565330778427647271e-03 1.296025378603869349e+01
5.669007271207434327e-03 1.311638636080602716e+01
5.774615152359818641e-03 1.327287152177777330e+01
5.882190401699956099e-03 1.342965130407655927e+01
5.991769669310619169e-03 1.358666434091541930e+01
6.103390288028621991e-03 1.374384798226135906e+01
6.217090286163826779e-03 1.390113910886217141e+01
6.332908400455113454e-03 1.405847165789050379e+01
6.450884089267692675e-03 1.421577642851913126e+01
6.571057546036271693e-03 1.437298219834624646e+01
6.693469712958659626e-03 1.453001565906049031e+01
6.818162294944479437e-03 1.468680057981425335e+01
